"WRITE";"22442";"";"3853134";"22.935321 ms"
"WRITE";"21744";"";"3853161";"22.935482 ms"
"WRITE";"21744";"";"3853188";"22.935643 ms"
"WRITE";"20540";"";"3858166";"?"
"WRITE";"7987";"";"3858166";"22.965274 ms"
"WRITE";"7987";"";"4025002";"23.958345 ms"
"WRITE";"7480";"";"4025029";"23.958506 ms"
"WRITE";"7544";"";"4025056";"23.958667 ms"
"WRITE";"7480";"";"4030026";"?"
"WRITE";"2218";"";"4030026";"23.988250 ms"
"WRITE";"2409";"";"4197195";"24.983304 ms"
"WRITE";"2472";"";"4197222";"24.983464 ms"
"WRITE";"2092";"";"4197249";"24.983625 ms"
"WRITE";"2218";"";"4202222";"?"
"WRITE";"380";"";"4202222";"25.013226 ms"
"WRITE";"253";"";"4369060";"26.006310 ms"
"WRITE";"443";"";"4369087";"26.006470 ms"
"WRITE";"190";"";"4369114";"26.006631 ms"
"WRITE";"443";"";"4374082";"?"
"WRITE";"-254";"";"4374082";"26.036202 ms"
"WRITE";"-191";"";"4541254";"27.031274 ms"
"WRITE";"-381";"";"4541281";"27.031435 ms"
"WRITE";"-191";"";"4541308";"27.031595 ms"
"WRITE";"-444";"";"4546278";"?"
"WRITE";"-571";"";"4546278";"27.061179 ms"
"WRITE";"-571";"";"4713204";"28.054786 ms"
"WRITE";"-444";"";"4713231";"28.054946 ms"
"WRITE";"-571";"";"4713258";"28.055107 ms"
"WRITE";"-317";"";"4718222";"?"
"WRITE";"-381";"";"4718222";"28.084655 ms"
"WRITE";"-698";"";"4885389";"29.079696 ms"
"WRITE";"-634";"";"4885417";"29.079863 ms"
"WRITE";"-508";"";"4885444";"29.080024 ms"
"WRITE";"-634";"";"4890418";"?"
"WRITE";"-634";"";"4890418";"29.109631 ms"
"WRITE";"-761";"";"5057184";"30.102286 ms"
"WRITE";"-761";"";"5057211";"30.102446 ms"
"WRITE";"-571";"";"5057238";"30.102607 ms"
"WRITE";"-951";"";"5062194";"?"
"WRITE";"-634";"";"5062194";"30.132107 ms"
"WRITE";"-634";"";"5229346";"31.127060 ms"
"WRITE";"-571";"";"5229373";"31.127220 ms"
"WRITE";"-634";"";"5229400";"31.127381 ms"
"WRITE";"-444";"";"5234390";"?"
"WRITE";"-634";"";"5234390";"31.157083 ms"
"WRITE";"-634";"";"5401221";"32.150125 ms"
"WRITE";"-698";"";"5401248";"32.150286 ms"
"WRITE";"-571";"";"5401275";"32.150446 ms"
"WRITE";"-951";"";"5406250";"?"
"WRITE";"-508";"";"5406250";"32.180060 ms"
"WRITE";"-508";"";"5573414";"33.175083 ms"
"WRITE";"-951";"";"5573441";"33.175244 ms"
"WRITE";"-381";"";"5573468";"33.175405 ms"
"WRITE";"-761";"";"5578446";"?"
"WRITE";"-381";"";"5578446";"33.205036 ms"
"WRITE";"-698";"";"5745282";"34.198107 ms"
"WRITE";"-317";"";"5745309";"34.198268 ms"
"WRITE";"-444";"";"5745336";"34.198429 ms"
"WRITE";"-444";"";"5750306";"?"
"WRITE";"-254";"";"5750306";"34.228012 ms"
"WRITE";"-571";"";"5917475";"35.223065 ms"
"WRITE";"-317";"";"5917502";"35.223226 ms"
"WRITE";"-634";"";"5917529";"35.223387 ms"
"WRITE";"-381";"";"5922502";"?"
"WRITE";"-64";"";"5922502";"35.252988 ms"
"WRITE";"-317";"";"6089340";"36.246071 ms"
"WRITE";"-254";"";"6089367";"36.246232 ms"
"WRITE";"-508";"";"6089394";"36.246393 ms"
"WRITE";"-64";"";"6094362";"?"
"WRITE";"0";"";"6094362";"36.275964 ms"
"WRITE";"-571";"";"6261534";"37.271036 ms"
"WRITE";"-191";"";"6261561";"37.271196 ms"
"WRITE";"-444";"";"6261588";"37.271357 ms"
"WRITE";"-191";"";"6266558";"?"
"WRITE";"-191";"";"6266558";"37.300940 ms"
"WRITE";"0";"";"6433401";"38.294054 ms"
"WRITE";"-381";"";"6433428";"38.294214 ms"
"WRITE";"-127";"";"6433455";"38.294375 ms"
"WRITE";"-64";"";"6438418";"?"
"WRITE";"-191";"";"6438418";"38.323917 ms"
"WRITE";"-571";"";"6605564";"39.318833 ms"
"WRITE";"253";"";"6605591";"39.318994 ms"
"WRITE";"-317";"";"6605618";"39.319155 ms"
"WRITE";"-254";"";"6610530";"?"
"WRITE";"0";"";"6610530";"39.348393 ms"
"WRITE";"-317";"";"6777465";"40.342054 ms"
"WRITE";"63";"";"6777492";"40.342214 ms"
"WRITE";"-191";"";"6777519";"40.342375 ms"
"WRITE";"-191";"";"6782474";"?"
"WRITE";"-127";"";"6782474";"40.371869 ms"
"WRITE";"-64";"";"6949626";"41.366821 ms"
"WRITE";"0";"";"6949653";"41.366982 ms"
"WRITE";"-191";"";"6949680";"41.367143 ms"
"WRITE";"0";"";"6954670";"?"
"WRITE";"-64";"";"6954670";"41.396845 ms"
"WRITE";"-127";"";"7121527";"42.390042 ms"
"WRITE";"-317";"";"7121554";"42.390202 ms"
"WRITE";"0";"";"7121581";"42.390363 ms"
"WRITE";"-127";"";"7126530";"?"
"WRITE";"-254";"";"7126530";"42.419821 ms"
"WRITE";"0";"";"7293688";"43.414810 ms"
"WRITE";"-317";"";"7293715";"43.414970 ms"
"WRITE";"-254";"";"7293742";"43.415131 ms"
"WRITE";"-64";"";"7298726";"?"
"WRITE";"0";"";"7298726";"43.444798 ms"
"WRITE";"-127";"";"7465557";"44.437839 ms"
"WRITE";"-64";"";"7465584";"44.438000 ms"
"WRITE";"-191";"";"7465611";"44.438161 ms"
"WRITE";"63";"";"7470586";"?"
"WRITE";"-127";"";"7470586";"44.467774 ms"
"WRITE";"-317";"";"7637750";"45.462798 ms"
"WRITE";"317";"";"7637777";"45.462958 ms"
"WRITE";"-317";"";"7637804";"45.463119 ms"
"WRITE";"-64";"";"7642782";"?"
"WRITE";"-254";"";"7642782";"45.492750 ms"
"WRITE";"-64";"";"7809618";"46.485821 ms"
"WRITE";"63";"";"7809645";"46.485982 ms"
"WRITE";"-444";"";"7809672";"46.486143 ms"
"WRITE";"0";"";"7814642";"?"
"WRITE";"-254";"";"7814642";"46.515726 ms"
"WRITE";"-444";"";"7981811";"47.510780 ms"
"WRITE";"0";"";"7981838";"47.510940 ms"
"WRITE";"-634";"";"7981865";"47.511101 ms"
"WRITE";"-64";"";"7986838";"?"
"WRITE";"-127";"";"7986838";"47.540702 ms"
"WRITE";"-191";"";"8153676";"48.533786 ms"
"WRITE";"-191";"";"8153703";"48.533946 ms"
"WRITE";"190";"";"8153730";"48.534107 ms"
"WRITE";"-127";"";"8158698";"?"
"WRITE";"-64";"";"8158698";"48.563679 ms"
"WRITE";"0";"";"8325871";"49.558756 ms"
"WRITE";"0";"";"8325898";"49.558917 ms"
"WRITE";"-64";"";"8325925";"49.559077 ms"
"WRITE";"126";"";"8330894";"?"
"WRITE";"-127";"";"8330894";"49.588655 ms"
"WRITE";"190";"";"8497744";"50.581810 ms"
"WRITE";"-127";"";"8497771";"50.581970 ms"
"WRITE";"63";"";"8497798";"50.582131 ms"
"WRITE";"0";"";"8502754";"?"
"WRITE";"-64";"";"8502754";"50.611631 ms"
"WRITE";"0";"";"8669906";"51.606583 ms"
"WRITE";"-127";"";"8669933";"51.606744 ms"
"WRITE";"-127";"";"8669960";"51.606905 ms"
"WRITE";"0";"";"8674950";"?"
"WRITE";"-191";"";"8674950";"51.636607 ms"
"WRITE";"253";"";"8841804";"52.629786 ms"
"WRITE";"-191";"";"8841831";"52.629946 ms"
"WRITE";"63";"";"8841858";"52.630107 ms"
"WRITE";"-381";"";"8846810";"?"
"WRITE";"126";"";"8846810";"52.659583 ms"
"WRITE";"-191";"";"9013964";"53.654548 ms"
"WRITE";"0";"";"9013991";"53.654708 ms"
"WRITE";"-254";"";"9014018";"53.654869 ms"
"WRITE";"253";"";"9019006";"?"
"WRITE";"-64";"";"9019006";"53.684560 ms"
"WRITE";"-127";"";"9185863";"54.677756 ms"
"WRITE";"126";"";"9185890";"54.677917 ms"
"WRITE";"0";"";"9185917";"54.678077 ms"
"WRITE";"-127";"";"9190866";"?"
"WRITE";"190";"";"9190866";"54.707536 ms"
"WRITE";"-254";"";"9358027";"55.702542 ms"
"WRITE";"0";"";"9358054";"55.702702 ms"
"WRITE";"-254";"";"9358081";"55.702863 ms"
"WRITE";"317";"";"9363062";"?"
"WRITE";"-64";"";"9363062";"55.732512 ms"
"WRITE";"-191";"";"9529894";"56.725560 ms"
"WRITE";"126";"";"9529921";"56.725720 ms"
"WRITE";"-254";"";"9529948";"56.725881 ms"
"WRITE";"126";"";"9534922";"?"
"WRITE";"-127";"";"9534922";"56.755488 ms"
"WRITE";"0";"";"9702086";"57.750512 ms"
"WRITE";"0";"";"9702113";"57.750673 ms"
"WRITE";"-317";"";"9702140";"57.750833 ms"
"WRITE";"190";"";"9707118";"?"
"WRITE";"63";"";"9707118";"57.780464 ms"
"WRITE";"63";"";"9873952";"58.773524 ms"
"WRITE";"-191";"";"9873979";"58.773685 ms"
"WRITE";"253";"";"9874006";"58.773845 ms"
"WRITE";"-254";"";"9878978";"?"
"WRITE";"0";"";"9878978";"58.803440 ms"
"WRITE";"-254";"";"10046143";"59.798470 ms"
"WRITE";"126";"";"10046170";"59.798631 ms"
"WRITE";"-191";"";"10046197";"59.798792 ms"
"WRITE";"-127";"";"10051174";"?"
"WRITE";"190";"";"10051174";"59.828417 ms"
"WRITE";"-571";"";"10218010";"60.821488 ms"
"WRITE";"253";"";"10218037";"60.821649 ms"
"WRITE";"-64";"";"10218064";"60.821810 ms"
"WRITE";"-381";"";"10223034";"?"
"WRITE";"-127";"";"10223034";"60.851393 ms"
"WRITE";"0";"";"10390206";"61.846464 ms"
"WRITE";"0";"";"10390233";"61.846625 ms"
"WRITE";"-127";"";"10390260";"61.846786 ms"
"WRITE";"190";"";"10395230";"?"
"WRITE";"126";"";"10395230";"61.876369 ms"
"WRITE";"0";"";"10562080";"62.869524 ms"
"WRITE";"-317";"";"10562107";"62.869685 ms"
"WRITE";"0";"";"10562134";"62.869845 ms"
"WRITE";"-64";"";"10567090";"?"
"WRITE";"126";"";"10567090";"62.899345 ms"
"WRITE";"-64";"";"10734242";"63.894298 ms"
"WRITE";"-254";"";"10734269";"63.894458 ms"
"WRITE";"0";"";"10734296";"63.894619 ms"
"WRITE";"-127";"";"10739286";"?"
"WRITE";"-444";"";"10739286";"63.924321 ms"
"WRITE";"63";"";"10906140";"64.917500 ms"
"WRITE";"0";"";"10906167";"64.917661 ms"
"WRITE";"-317";"";"10906194";"64.917821 ms"
"WRITE";"126";"";"10911146";"?"
"WRITE";"-191";"";"10911146";"64.947298 ms"
"WRITE";"-191";"";"11078302";"65.942274 ms"
"WRITE";"-64";"";"11078329";"65.942435 ms"
"WRITE";"-381";"";"11078356";"65.942595 ms"
"WRITE";"0";"";"11083342";"?"
"WRITE";"-127";"";"11083342";"65.972274 ms"
"WRITE";"-127";"";"11250173";"66.965315 ms"
"WRITE";"-254";"";"11250200";"66.965476 ms"
"WRITE";"-64";"";"11250227";"66.965637 ms"
"WRITE";"-64";"";"11255202";"?"
"WRITE";"126";"";"11255202";"66.995250 ms"
"WRITE";"-508";"";"11422364";"67.990262 ms"
"WRITE";"317";"";"11422391";"67.990423 ms"
"WRITE";"-444";"";"11422418";"67.990583 ms"
"WRITE";"0";"";"11427398";"?"
"WRITE";"-64";"";"11427398";"68.020226 ms"
"WRITE";"63";"";"11594230";"69.013274 ms"
"WRITE";"-64";"";"11594257";"69.013435 ms"
"WRITE";"190";"";"11594284";"69.013595 ms"
"WRITE";"-508";"";"11599258";"?"
"WRITE";"-64";"";"11599258";"69.043202 ms"
"WRITE";"-127";"";"11766503";"70.038708 ms"
"WRITE";"-64";"";"11766531";"70.038875 ms"
"WRITE";"-254";"";"11766558";"70.039036 ms"
"WRITE";"0";"";"11771538";"?"
"WRITE";"0";"";"11771538";"70.068679 ms"
"WRITE";"-127";"";"11938378";"71.061774 ms"
"WRITE";"190";"";"11938405";"71.061935 ms"
"WRITE";"-64";"";"11938432";"71.062095 ms"
"WRITE";"63";"";"11943398";"?"
"WRITE";"-254";"";"11943398";"71.091655 ms"
"WRITE";"253";"";"12110568";"72.086714 ms"
"WRITE";"-127";"";"12110596";"72.086881 ms"
"WRITE";"253";"";"12110623";"72.087042 ms"
"WRITE";"-127";"";"12115594";"?"
"WRITE";"126";"";"12115594";"72.116631 ms"
"WRITE";"-381";"";"12282341";"73.109173 ms"
"WRITE";"317";"";"12282368";"73.109333 ms"
"WRITE";"-381";"";"12282395";"73.109494 ms"
"WRITE";"253";"";"12287370";"?"
"WRITE";"507";"";"12287370";"73.139107 ms"
"WRITE";"-698";"";"12454532";"74.134119 ms"
"WRITE";"253";"";"12454559";"74.134280 ms"
"WRITE";"-254";"";"12454586";"74.134440 ms"
"WRITE";"0";"";"12459566";"?"
"WRITE";"0";"";"12459566";"74.164083 ms"
"WRITE";"0";"";"12626398";"75.157131 ms"
"WRITE";"-191";"";"12626425";"75.157292 ms"
"WRITE";"63";"";"12626452";"75.157452 ms"
"WRITE";"0";"";"12631426";"?"
"WRITE";"63";"";"12631426";"75.187060 ms"
"WRITE";"-381";"";"12798591";"76.182089 ms"
"WRITE";"0";"";"12798618";"76.182250 ms"
"WRITE";"-191";"";"12798645";"76.182411 ms"
"WRITE";"0";"";"12803622";"?"
"WRITE";"0";"";"12803622";"76.212036 ms"
"WRITE";"-508";"";"12970460";"77.205119 ms"
"WRITE";"253";"";"12970487";"77.205280 ms"
"WRITE";"-317";"";"12970514";"77.205440 ms"
"WRITE";"0";"";"12975482";"?"
"WRITE";"0";"";"12975482";"77.235012 ms"
"WRITE";"63";"";"13142654";"78.230083 ms"
"WRITE";"-254";"";"13142681";"78.230244 ms"
"WRITE";"-64";"";"13142708";"78.230405 ms"
"WRITE";"126";"";"13147678";"?"
"WRITE";"-191";"";"13147678";"78.259988 ms"
"WRITE";"63";"";"13314521";"79.253101 ms"
"WRITE";"63";"";"13314548";"79.253262 ms"
"WRITE";"0";"";"13314575";"79.253423 ms"
"WRITE";"63";"";"13319538";"?"
"WRITE";"-127";"";"13319538";"79.282964 ms"
"WRITE";"-64";"";"13486684";"80.277881 ms"
"WRITE";"63";"";"13486711";"80.278042 ms"
"WRITE";"-254";"";"13486738";"80.278202 ms"
"WRITE";"63";"";"13491650";"?"
"WRITE";"0";"";"13491650";"80.307440 ms"
"WRITE";"0";"";"13658585";"81.301101 ms"
"WRITE";"-64";"";"13658612";"81.301262 ms"
"WRITE";"-191";"";"13658639";"81.301423 ms"
"WRITE";"63";"";"13663594";"?"
"WRITE";"-64";"";"13663594";"81.330917 ms"
"WRITE";"-254";"";"13830746";"82.325869 ms"
"WRITE";"126";"";"13830773";"82.326030 ms"
"WRITE";"-634";"";"13830800";"82.326190 ms"
"WRITE";"317";"";"13835790";"?"
"WRITE";"-317";"";"13835790";"82.355893 ms"
"WRITE";"0";"";"14002647";"83.349089 ms"
"WRITE";"63";"";"14002674";"83.349250 ms"
"WRITE";"-444";"";"14002701";"83.349411 ms"
"WRITE";"126";"";"14007650";"?"
"WRITE";"-381";"";"14007650";"83.378869 ms"
"WRITE";"-254";"";"14174808";"84.373857 ms"
"WRITE";"-191";"";"14174835";"84.374018 ms"
"WRITE";"0";"";"14174862";"84.374179 ms"
"WRITE";"-571";"";"14179846";"?"
"WRITE";"63";"";"14179846";"84.403845 ms"
"WRITE";"-254";"";"14346677";"85.396887 ms"
"WRITE";"63";"";"14346704";"85.397048 ms"
"WRITE";"-127";"";"14346731";"85.397208 ms"
"WRITE";"-381";"";"14351706";"?"
"WRITE";"-191";"";"14351706";"85.426821 ms"
"WRITE";"63";"";"14518870";"86.421845 ms"
"WRITE";"-64";"";"14518897";"86.422006 ms"
"WRITE";"0";"";"14518924";"86.422167 ms"
"WRITE";"190";"";"14523902";"?"
"WRITE";"190";"";"14523902";"86.451798 ms"
"WRITE";"126";"";"14690738";"87.444869 ms"
"WRITE";"-64";"";"14690765";"87.445030 ms"
"WRITE";"190";"";"14690792";"87.445190 ms"
"WRITE";"126";"";"14695762";"?"
"WRITE";"-127";"";"14695762";"87.474774 ms"
"WRITE";"0";"";"14862931";"88.469827 ms"
"WRITE";"0";"";"14862958";"88.469988 ms"
"WRITE";"-381";"";"14862985";"88.470149 ms"
"WRITE";"0";"";"14867958";"?"
"WRITE";"0";"";"14867958";"88.499750 ms"
"WRITE";"190";"";"15034796";"89.492833 ms"
"WRITE";"-191";"";"15034823";"89.492994 ms"
"WRITE";"126";"";"15034850";"89.493155 ms"
"WRITE";"126";"";"15039818";"?"
"WRITE";"-64";"";"15039818";"89.522726 ms"
"WRITE";"-64";"";"15206990";"90.517798 ms"
"WRITE";"126";"";"15207017";"90.517958 ms"
"WRITE";"-317";"";"15207044";"90.518119 ms"
"WRITE";"443";"";"15212014";"?"
"WRITE";"126";"";"15212014";"90.547702 ms"
"WRITE";"0";"";"15378864";"91.540857 ms"
"WRITE";"0";"";"15378891";"91.541018 ms"
"WRITE";"190";"";"15378918";"91.541179 ms"
"WRITE";"63";"";"15383874";"?"
"WRITE";"63";"";"15383874";"91.570679 ms"
"WRITE";"-64";"";"15551026";"92.565631 ms"
"WRITE";"-444";"";"15551053";"92.565792 ms"
"WRITE";"317";"";"15551080";"92.565952 ms"
"WRITE";"-698";"";"15556070";"?"
"WRITE";"0";"";"15556070";"92.595655 ms"
"WRITE";"63";"";"15722924";"93.588833 ms"
"WRITE";"-254";"";"15722951";"93.588994 ms"
"WRITE";"0";"";"15722978";"93.589155 ms"
"WRITE";"0";"";"15727930";"?"
"WRITE";"-64";"";"15727930";"93.618631 ms"
"WRITE";"-254";"";"15895084";"94.613595 ms"
"WRITE";"0";"";"15895111";"94.613756 ms"
"WRITE";"-64";"";"15895138";"94.613917 ms"
"WRITE";"-254";"";"15900126";"?"
"WRITE";"190";"";"15900126";"94.643607 ms"
"WRITE";"63";"";"16066983";"95.636804 ms"
"WRITE";"-254";"";"16067010";"95.636964 ms"
"WRITE";"63";"";"16067037";"95.637125 ms"
"WRITE";"63";"";"16071986";"?"
"WRITE";"-317";"";"16071986";"95.666583 ms"
"WRITE";"190";"";"16239147";"96.661589 ms"
"WRITE";"-317";"";"16239174";"96.661750 ms"
"WRITE";"63";"";"16239201";"96.661911 ms"
"WRITE";"-254";"";"16244182";"?"
"WRITE";"126";"";"16244182";"96.691560 ms"
"WRITE";"0";"";"16411014";"97.684607 ms"
"WRITE";"0";"";"16411041";"97.684768 ms"
"WRITE";"-191";"";"16411068";"97.684929 ms"
"WRITE";"317";"";"16416042";"?"
"WRITE";"-127";"";"16416042";"97.714536 ms"
"WRITE";"0";"";"16583206";"98.709560 ms"
"WRITE";"0";"";"16583233";"98.709720 ms"
"WRITE";"-64";"";"16583260";"98.709881 ms"
"WRITE";"-64";"";"16588238";"?"
"WRITE";"63";"";"16588238";"98.739512 ms"
"WRITE";"-254";"";"16755072";"99.732571 ms"
"WRITE";"253";"";"16755099";"99.732732 ms"
"WRITE";"-254";"";"16755126";"99.732893 ms"
"WRITE";"63";"";"16760098";"?"
"WRITE";"0";"";"16760098";"99.762488 ms"
"WRITE";"-64";"";"16927263";"100.757518 ms"
"WRITE";"0";"";"16927290";"100.757679 ms"
"WRITE";"190";"";"16927317";"100.757839 ms"
"WRITE";"-191";"";"16932294";"?"
"WRITE";"-64";"";"16932294";"100.787464 ms"
"WRITE";"63";"";"17099130";"101.780536 ms"
"WRITE";"-191";"";"17099157";"101.780696 ms"
"WRITE";"-254";"";"17099184";"101.780857 ms"
"WRITE";"317";"";"17104154";"?"
"WRITE";"-317";"";"17104154";"101.810440 ms"
"WRITE";"317";"";"17271323";"102.805494 ms"
"WRITE";"0";"";"17271350";"102.805655 ms"
"WRITE";"0";"";"17271377";"102.805815 ms"
"WRITE";"0";"";"17276350";"?"
"WRITE";"0";"";"17276350";"102.835417 ms"
"WRITE";"190";"";"17443188";"103.828500 ms"
"WRITE";"-317";"";"17443215";"103.828661 ms"
"WRITE";"507";"";"17443242";"103.828821 ms"
"WRITE";"-444";"";"17448210";"?"
"WRITE";"-64";"";"17448210";"103.858393 ms"
"WRITE";"0";"";"17615383";"104.853470 ms"
"WRITE";"-127";"";"17615410";"104.853631 ms"
"WRITE";"317";"";"17615437";"104.853792 ms"
"WRITE";"-317";"";"17620406";"?"
"WRITE";"0";"";"17620406";"104.883369 ms"
"WRITE";"126";"";"17787256";"105.876524 ms"
"WRITE";"-127";"";"17787283";"105.876685 ms"
"WRITE";"190";"";"17787310";"105.876845 ms"
"WRITE";"-191";"";"17792266";"?"
"WRITE";"63";"";"17792266";"105.906345 ms"
"WRITE";"-191";"";"17959418";"106.901298 ms"
"WRITE";"-64";"";"17959445";"106.901458 ms"
"WRITE";"-317";"";"17959472";"106.901619 ms"
"WRITE";"63";"";"17964462";"?"
"WRITE";"0";"";"17964462";"106.931321 ms"
"WRITE";"0";"";"18131316";"107.924500 ms"
"WRITE";"-64";"";"18131343";"107.924661 ms"
"WRITE";"190";"";"18131370";"107.924821 ms"
"WRITE";"63";"";"18136322";"?"
"WRITE";"253";"";"18136322";"107.954298 ms"
"WRITE";"-317";"";"18303476";"108.949262 ms"
"WRITE";"63";"";"18303503";"108.949423 ms"
"WRITE";"126";"";"18303530";"108.949583 ms"
"WRITE";"-191";"";"18308518";"?"
"WRITE";"-64";"";"18308518";"108.979274 ms"
"WRITE";"-317";"";"18475375";"109.972470 ms"
"WRITE";"190";"";"18475402";"109.972631 ms"
"WRITE";"-64";"";"18475429";"109.972792 ms"
"WRITE";"-127";"";"18480378";"?"
"WRITE";"317";"";"18480378";"110.002250 ms"
"WRITE";"-64";"";"18647539";"110.997256 ms"
"WRITE";"63";"";"18647566";"110.997417 ms"
"WRITE";"63";"";"18647593";"110.997577 ms"
"WRITE";"-127";"";"18652574";"?"
"WRITE";"190";"";"18652574";"111.027226 ms"
"WRITE";"0";"";"18819406";"112.020274 ms"
"WRITE";"126";"";"18819433";"112.020435 ms"
"WRITE";"63";"";"18819460";"112.020595 ms"
"WRITE";"63";"";"18824434";"?"
"WRITE";"126";"";"18824434";"112.050202 ms"
"WRITE";"-127";"";"18991678";"113.045702 ms"
"WRITE";"-127";"";"18991705";"113.045863 ms"
"WRITE";"63";"";"18991732";"113.046024 ms"
"WRITE";"-191";"";"18996714";"?"
"WRITE";"-254";"";"18996714";"113.075679 ms"
"WRITE";"190";"";"19163554";"114.068774 ms"
"WRITE";"-254";"";"19163581";"114.068935 ms"
"WRITE";"317";"";"19163608";"114.069095 ms"
"WRITE";"-381";"";"19168574";"?"
"WRITE";"63";"";"19168574";"114.098655 ms"
"WRITE";"-127";"";"19335744";"115.093714 ms"
"WRITE";"0";"";"19335772";"115.093881 ms"
"WRITE";"-64";"";"19335799";"115.094042 ms"
"WRITE";"63";"";"19340770";"?"
"WRITE";"253";"";"19340770";"115.123631 ms"
"WRITE";"-508";"";"19507517";"116.116173 ms"
"WRITE";"63";"";"19507544";"116.116333 ms"
"WRITE";"-64";"";"19507571";"116.116494 ms"
"WRITE";"-254";"";"19512546";"?"
"WRITE";"-508";"";"19512546";"116.146107 ms"
"WRITE";"380";"";"19679708";"117.141119 ms"
"WRITE";"-191";"";"19679735";"117.141280 ms"
"WRITE";"0";"";"19679762";"117.141440 ms"
"WRITE";"-191";"";"19684742";"?"
"WRITE";"-191";"";"19684742";"117.171083 ms"
"WRITE";"-127";"";"19851574";"118.164131 ms"
"WRITE";"-64";"";"19851601";"118.164292 ms"
"WRITE";"253";"";"19851628";"118.164452 ms"
"WRITE";"-444";"";"19856602";"?"
"WRITE";"0";"";"19856602";"118.194060 ms"
"WRITE";"190";"";"20023766";"119.189083 ms"
"WRITE";"-127";"";"20023793";"119.189244 ms"
"WRITE";"63";"";"20023820";"119.189405 ms"
"WRITE";"-64";"";"20028798";"?"
"WRITE";"-64";"";"20028798";"119.219036 ms"
"WRITE";"63";"";"20195632";"120.212095 ms"
"WRITE";"-381";"";"20195659";"120.212256 ms"
"WRITE";"0";"";"20195686";"120.212417 ms"
"WRITE";"-127";"";"20200658";"?"
"WRITE";"-64";"";"20200658";"120.242012 ms"
"WRITE";"-191";"";"20367827";"121.237065 ms"
"WRITE";"63";"";"20367854";"121.237226 ms"
"WRITE";"126";"";"20367881";"121.237387 ms"
"WRITE";"-191";"";"20372854";"?"
"WRITE";"443";"";"20372854";"121.266988 ms"
"WRITE";"-254";"";"20539697";"122.260101 ms"
"WRITE";"0";"";"20539724";"122.260262 ms"
"WRITE";"-191";"";"20539751";"122.260423 ms"
"WRITE";"126";"";"20544714";"?"
"WRITE";"253";"";"20544714";"122.289964 ms"
"WRITE";"-317";"";"20711860";"123.284881 ms"
"WRITE";"190";"";"20711887";"123.285042 ms"
"WRITE";"126";"";"20711914";"123.285202 ms"
"WRITE";"-127";"";"20716826";"?"
